round,client_id,epoch,train_loss,val_loss,der,acc
1,0,1,80.28124856948853,,0.7038917089678514,0.0008460236886632825
1,0,2,21198.812133789062,,0.4183587140439932,0.5812182741116751
1,0,3,1781.31591796875,,0.6569373942470389,0.0
2,0,1,172.03683471679688,,1.064358632933865,0.20594762538837105
2,0,2,568.9825744628906,,0.08699511762094987,0.9152241455836663
2,0,3,11290.6923828125,,0.08965823346648914,0.9103417665335108
3,0,1,1055.7399520874023,,0.5829103214890019,0.06641285956006768
3,0,2,16538.453369140625,,0.24238578680203077,0.41878172588832485
3,0,3,3590.625244140625,,0.4373942470389165,0.021573604060913704
1,1,1,247.8472843170166,,1.2161562361296023,0.015978695073235686
1,1,2,1580.5761470794678,,0.2769640479360853,0.25521526853084775
1,1,3,29248.840094089508,,0.48779405237461154,0.45628051486906346
2,1,1,4796.089660644531,,0.3582910321489,0.35490693739424706
2,1,2,2476.552490234375,,0.41878172588832485,0.41878172588832485
2,1,3,3333.95458984375,,0.41878172588832485,0.41878172588832485
3,1,1,656.99755859375,,0.5295162006213937,0.4704837993786063
3,1,2,7455.5599365234375,,0.4784731469152241,0.06746560142032845
3,1,3,4074.91015625,,0.0896582334664891,0.9103417665335108
