round,0,1,2
1,3726.1732280731203,5961.729401874542,6545.902976512909
2,1251.2188460350037,4172.440186309815,2974.478339958191
3,444.5033382415771,1787.174349808693,2334.2642992019655
4,447.19464848041537,152.86314187049865,845.2934534549713
5,189.36405811309814,521.4620731353759,676.4480713844299
6,384.28121235370634,208.04105730056762,380.79902822971343
7,219.93012316226958,183.90992684364318,915.1192213535309
8,389.2198700904846,388.68864262104034,260.3167507648468
9,133.36010718345642,304.9820726633072,40.78784017562866
10,74.3959636926651,145.3940447807312,42.30320565700531
11,578.4412561893463,139.1617028236389,110.25405240058899
12,282.47336449623106,323.0374707937241,285.0204283237457
13,45.13631749153137,336.02754752635957,111.86686267852784
14,239.31529245376586,177.39167520999908,169.45027883052825
15,72.41131014823914,92.70154592990875,82.64343600273132
16,27.72919292449951,45.13015217781067,83.10669474601745
17,53.018262887001036,17.271859645843506,82.36879396438599
18,86.34355988502503,263.8627371072769,35.44846439361572
19,18.55266926288605,52.94587953090668,25.752552771568297
20,1596.3516939640044,70.26652801036835,460.82053818702695
21,124.19742441177368,144.3984805583954,67.4598048210144
22,186.62524538040162,54.25378067493439,280.3188887655735
23,27.952492332458498,137.5824096918106,31.459376645088195
24,33.32164840698242,71.97702085971832,41.60661163330078
25,20.159636783599854,83.98127048015594,24.02726368904114
26,10.343021869659424,59.09759888648987,30.113781094551086
27,22.537457513809205,40.13773605823517,61.83566300868988
28,353.4781591415405,35.82531516551971,35.710101175308225
29,29.105571699142455,21.79628140926361,254.89150710105895
30,19.50773458480835,41.555985832214354,8.302347564697266
31,24.04409279823303,75.26808891296386,7.69023220539093
32,145.23508048057556,5.753121685981751,33.63534164428711
33,34.64024951457977,13.155482578277589,10.17877447605133
34,26.8233651638031,23.4822096824646,21.60088391304016
35,21.93624222278595,328.88874926567075,17.28375976085663
36,32.87670226097107,27.68545174598694,150.2211017370224
37,12.700480365753174,20.81062786579132,7.267232632637024
38,38.36005432605744,91.77272024154664,7.702295470237732
39,367.4322516441345,12.004211187362671,10.450331711769104
40,4.9119912981987,118.48305609226227,12.706548643112182
