experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_10size_2epochs_centralized_2025-11-06-22-11,10,10,4,4,2,2,False,2025-11-06 22:13:24,281.5972900390625,0.5949074074074074,329.1566467285156,0.4876190476190476,139.0880560874939,2.3181342681248984,cpu,0
