experiment_tag,test_size,num_epochs,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_10size_2epochs_centralized_2025-10-23-19-07,10,2,2025-10-23 19:10:02,3761.180908203125,0.5949074074074074,5602.10205078125,0.4876190476190476,139.6340320110321,2.327233866850535,cpu,0
