round,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_der,std_der,num_clients
1,818.5521952311198,548.495085230109,,,0.3962792588830457,0.11352091019113734,3
2,931.9495751857758,711.4730628769477,,,0.2767489517161464,0.10213742715216427,3
3,693.3028996785482,513.4545546700399,,,0.37517831683993746,0.06617353839512381,3
4,394.0997365315755,248.00969884302165,,,0.4393655775114103,0.039244596269010355,3
5,3663.9513858159385,5102.723651462441,,,0.44430028082411893,0.026363353854057213,3
6,10482.641469319662,13712.144004330446,,,0.44007636646790355,0.059666825347325106,3
7,190.96396191914877,226.24511061557513,,,0.3260898227487011,0.07279303404705384,3
8,374.64676729838055,258.00814288167396,,,0.27865339366290703,0.04505737033423649,3
9,268.7238960266113,362.86595161508734,,,0.3408637557195273,0.0986478697010354,3
10,188.9650650024414,119.02765398756823,,,0.3908709177215794,0.1215113864745749,3
11,168.88329060872397,173.61177264181,,,0.3057290686522303,0.060984094687444465,3
12,18.553346633911133,10.374261480209869,,,0.3947016667070538,0.06503144369549933,3
13,20.20150073369344,13.31827512815839,,,0.3145116327172816,0.12342894823529796,3
14,394.4065224329631,273.5656368853025,,,0.3267092519558025,0.07825450694610053,3
15,106.00893147786458,94.7707480462673,,,0.36327704619121987,0.07810084021041921,3
16,174.7887217203776,218.78954725598848,,,0.39046824570064637,0.12099762206515204,3
17,47.73243967692057,26.719484841342016,,,0.301834824997022,0.10900675243794364,3
18,157.5749348004659,144.07560130270429,,,0.349284552269433,0.10893829622249569,3
19,94.6968485514323,22.545282773226127,,,0.38054325643991943,0.061740166454077816,3
20,19.78814737002055,18.312431840386704,,,0.3834930595715476,0.021385314829592873,3
