experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_10size_10epochs_20rounds_3clients_2025-09-16-15-27,10,3,10,20,2025-09-16 15:28:05,5.689156770706177,0.7106382978723403,cpu,0
