experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_100size_2epochs_2rounds_2clients_2025-10-10-13-48,100,2,2,2,2025-10-10 13:49:26,2.1159766840934755,0.5973534971644611,cpu,0
