experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_10size_2epochs_centralized_2025-11-06-22-22,10,10,4,4,2,2,False,2025-11-06 22:24:58,144.06585693359375,0.5949074074074074,123.40492248535156,0.4876190476190476,147.9430911540985,2.465718185901642,cpu,0
