round,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_der,std_der,num_clients
1,2526.9033813476562,1224.3938240457367,,,0.4639360683987668,0.019733646051514946,3
2,4231.286599477132,4515.909732385226,,,0.34950457465352525,0.0930588528689344,3
3,4559.007893880208,5320.936006850825,,,0.4094968912914798,0.055912188239152553,3
4,1086.0161234537761,1149.675383636146,,,0.4236861622233552,0.07237518856647995,3
5,2348.046885172526,2680.4471282690974,,,0.38157327105891453,0.11478071599819159,3
6,139.30154037475586,112.96066226428482,,,0.3424314342825627,0.024374603545137815,3
7,621.4417928059896,359.45977819582,,,0.33963509511394463,0.09329733505782199,3
8,49.736316998799644,43.950823518051045,,,0.21612301440120052,0.036701027578499724,3
9,1282.0136388142903,1640.2424195838025,,,0.3413572645426984,0.09924350617437741,3
10,570.7409973144531,285.9979965461634,,,0.3540279383166817,0.10872253631006128,3
11,209.7982635498047,183.97965116463655,,,0.2984687698361353,0.20409291322419,3
12,10406.079191764196,14603.517142839386,,,0.26975060838831116,0.10045769578228035,3
13,385.47096792856854,469.0217392471384,,,0.31860376574747096,0.08420589593653369,3
14,157.01618893941244,169.2660790868339,,,0.3711695165577298,0.05986837461505042,3
15,776.9259446461996,972.9341401282576,,,0.33435685621796357,0.08918464317417095,3
16,269.22838560740155,271.43540195735454,,,0.4676144715514369,0.01554483741587419,3
17,356.45043818155926,359.4677764098566,,,0.36244223634949596,0.020290108872159266,3
18,94.7787143389384,78.7420480171182,,,0.31806533637430395,0.1081298367024049,3
19,23.19243574142456,16.294980374496188,,,0.3245293447135225,0.043738796714358624,3
20,43.66020520528158,18.116116100425643,,,0.3540120335335509,0.10902134432420194,3
