experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_10size_20epochs_20rounds_3clients_2025-09-17-05-14,10,3,20,20,2025-09-17 05:14:46,3.740849335988363,0.7106382978723403,cpu,0
