round,client_id,epoch,train_loss,val_loss,der,acc
1,0,1,3.6136157512664795,,1.1804364770070135,0.034294621979735
1,0,2,156.2743377685547,,1.036243180046764,0.008963367108339828
1,0,3,1881.347412109375,,0.2197973499610288,0.21979734996102884
1,0,4,32795.6953125,,0.21979734996102876,0.7802026500389712
1,0,5,18764.083984375,,0.21979734996102887,0.7802026500389712
1,0,6,23489.109375,,0.9809041309431025,0.0
1,0,7,63072.47265625,,0.9937646141855029,0.0019485580670303975
1,0,8,19308.62890625,,0.30631332813717876,0.20615744349181606
1,0,9,672.8414916992188,,0.24707716289945533,0.7529228371005456
1,0,10,28432.751953125,,1.000779423226812,0.0
1,0,11,4998.3427734375,,0.2205767731878408,0.220576773187841
1,0,12,56456.3671875,,1.0,0.0
1,0,13,4619.0712890625,,0.21979734996102887,0.7802026500389712
1,0,14,1402.357177734375,,0.220576773187841,0.779423226812159
1,0,15,6941.439453125,,0.21979734996102887,0.7802026500389712
1,0,16,3345.776611328125,,0.4010132501948559,0.4010132501948558
1,0,17,29076.490234375,,0.21979734996102887,0.7802026500389712
1,0,18,212822.890625,,0.2197973499610288,0.21979734996102884
1,0,19,11826.6533203125,,0.21979734996102882,0.7802026500389712
1,0,20,802.1010131835938,,0.4384255650818391,0.43842556508183944
2,0,1,2.173757791519165,,0.5522213561964155,0.44777864380358534
2,0,2,1711.7608642578125,,0.21979734996102887,0.7802026500389712
2,0,3,14.71277141571045,,0.44933749025721054,0.32969602494154326
2,0,4,6.4866623878479,,0.42166796570537857,0.578332034294622
2,0,5,46.463199615478516,,0.21979734996102887,0.21979734996102884
2,0,6,300.3634338378906,,0.21979734996102887,0.21979734996102884
2,0,7,25.369237899780273,,0.21979734996102882,0.7802026500389712
2,0,8,84.76545715332031,,0.21979734996102887,0.7802026500389712
2,0,9,15.938919067382812,,0.309820732657834,0.3098207326578332
2,0,10,372.62408447265625,,0.21979734996102876,0.7802026500389712
2,0,11,397.9275207519531,,0.21979734996102887,0.21979734996102884
2,0,12,619.4400634765625,,0.21979734996102882,0.7802026500389712
2,0,13,698.9320678710938,,0.3636009353078714,0.3636009353078722
2,0,14,41399.87109375,,0.21979734996102887,0.7802026500389712
2,0,15,53.23801803588867,,0.33164458300857463,0.6683554169914263
2,0,16,12.547924995422363,,0.43413873733437464,0.5658612626656274
2,0,17,49.586509704589844,,0.3215120810600155,0.6784879189399844
2,0,18,50.37660217285156,,0.4586905689789555,0.5413094310210445
2,0,19,10.527463912963867,,0.29462197973499643,0.7053780202650038
2,0,20,32.315608978271484,,0.239282930631332,0.7607170693686672
3,0,1,2.04093337059021,,0.33179478075626356,0.48526576700633434
3,0,2,8486.677734375,,0.3554056453044559,0.4486367391903057
3,0,3,3.6367604732513428,,0.2522634475412758,0.608647755439273
3,0,4,6.400127410888672,,0.4370672820877082,0.22941338474249517
3,0,5,11.52857780456543,,0.4390200603586104,0.31616634535940513
3,0,6,2.592006206512451,,0.3554056453044593,0.4486367391903057
3,0,7,4.583194255828857,,0.3337475590271683,0.482236298540347
3,0,8,49.099124908447266,,0.4514468311734478,0.2996419719085651
3,0,9,71.94212341308594,,0.33552281200071293,0.47948223629854037
3,0,10,59.4464111328125,,0.45624001420202576,0.25915725695400715
3,0,11,15.057333946228027,,0.3703177702822741,0.3668410906086478
3,0,12,65.55237579345703,,0.36836499201136547,0.4241255852382264
3,0,13,404.1694030761719,,0.4668915320433202,0.27568163040484717
3,0,14,1073.920654296875,,0.46671400674596886,0.27540622418066646
3,0,15,255.17608642578125,,0.3554056453044633,0.4486367391903057
3,0,16,72.48490142822266,,0.332504881945685,0.3935554943541724
3,0,17,691.5858154296875,,0.4118586898633122,0.36105755990085375
3,0,18,4688.39599609375,,0.466891532043318,0.27568163040484717
3,0,19,1967.823486328125,,0.5134031599502981,0.20352519966951252
3,0,20,12032.2265625,,0.3554056453044633,0.4486367391903057
4,0,1,1.7862707376480103,,0.28332034294621977,0.7166796570537802
4,0,2,646.4848022460938,,0.21979734996102882,0.7802026500389712
4,0,3,41.28266906738281,,0.2911145752143416,0.7092751363990647
4,0,4,13.531451225280762,,0.21005455962587694,0.7899454403741232
4,0,5,41.8965950012207,,0.7420109119251747,0.2579890880748246
4,0,6,175.11537170410156,,0.2197973499610288,0.7802026500389712
4,0,7,6439.87255859375,,0.21979734996102887,0.21979734996102884
