client_id,round,epoch,train_loss,val_loss,der,acc,round_epoch
0,1,1,3.6136157512664795,,1.1804364770070135,0.034294621979735,R1E1
0,1,2,156.2743377685547,,1.036243180046764,0.008963367108339828,R1E2
0,1,3,1881.347412109375,,0.2197973499610288,0.21979734996102884,R1E3
0,1,4,32795.6953125,,0.21979734996102876,0.7802026500389712,R1E4
0,1,5,18764.083984375,,0.21979734996102887,0.7802026500389712,R1E5
0,1,6,23489.109375,,0.9809041309431025,0.0,R1E6
0,1,7,63072.47265625,,0.9937646141855029,0.0019485580670303975,R1E7
0,1,8,19308.62890625,,0.30631332813717876,0.20615744349181606,R1E8
0,1,9,672.8414916992188,,0.24707716289945533,0.7529228371005456,R1E9
0,1,10,28432.751953125,,1.000779423226812,0.0,R1E10
0,1,11,4998.3427734375,,0.2205767731878408,0.220576773187841,R1E11
0,1,12,56456.3671875,,1.0,0.0,R1E12
0,1,13,4619.0712890625,,0.21979734996102887,0.7802026500389712,R1E13
0,1,14,1402.357177734375,,0.220576773187841,0.779423226812159,R1E14
0,1,15,6941.439453125,,0.21979734996102887,0.7802026500389712,R1E15
0,1,16,3345.776611328125,,0.4010132501948559,0.4010132501948558,R1E16
0,1,17,29076.490234375,,0.21979734996102887,0.7802026500389712,R1E17
0,1,18,212822.890625,,0.2197973499610288,0.21979734996102884,R1E18
0,1,19,11826.6533203125,,0.21979734996102882,0.7802026500389712,R1E19
0,1,20,802.1010131835938,,0.4384255650818391,0.43842556508183944,R1E20
0,2,1,2.173757791519165,,0.5522213561964155,0.44777864380358534,R2E1
0,2,2,1711.7608642578125,,0.21979734996102887,0.7802026500389712,R2E2
0,2,3,14.71277141571045,,0.44933749025721054,0.32969602494154326,R2E3
0,2,4,6.4866623878479,,0.42166796570537857,0.578332034294622,R2E4
0,2,5,46.463199615478516,,0.21979734996102887,0.21979734996102884,R2E5
0,2,6,300.3634338378906,,0.21979734996102887,0.21979734996102884,R2E6
0,2,7,25.369237899780273,,0.21979734996102882,0.7802026500389712,R2E7
0,2,8,84.76545715332031,,0.21979734996102887,0.7802026500389712,R2E8
0,2,9,15.938919067382812,,0.309820732657834,0.3098207326578332,R2E9
0,2,10,372.62408447265625,,0.21979734996102876,0.7802026500389712,R2E10
0,2,11,397.9275207519531,,0.21979734996102887,0.21979734996102884,R2E11
0,2,12,619.4400634765625,,0.21979734996102882,0.7802026500389712,R2E12
0,2,13,698.9320678710938,,0.3636009353078714,0.3636009353078722,R2E13
0,2,14,41399.87109375,,0.21979734996102887,0.7802026500389712,R2E14
0,2,15,53.23801803588867,,0.33164458300857463,0.6683554169914263,R2E15
0,2,16,12.547924995422363,,0.43413873733437464,0.5658612626656274,R2E16
0,2,17,49.586509704589844,,0.3215120810600155,0.6784879189399844,R2E17
0,2,18,50.37660217285156,,0.4586905689789555,0.5413094310210445,R2E18
0,2,19,10.527463912963867,,0.29462197973499643,0.7053780202650038,R2E19
0,2,20,32.315608978271484,,0.239282930631332,0.7607170693686672,R2E20
0,3,1,2.04093337059021,,0.33179478075626356,0.48526576700633434,R3E1
0,3,2,8486.677734375,,0.3554056453044559,0.4486367391903057,R3E2
0,3,3,3.6367604732513428,,0.2522634475412758,0.608647755439273,R3E3
0,3,4,6.400127410888672,,0.4370672820877082,0.22941338474249517,R3E4
0,3,5,11.52857780456543,,0.4390200603586104,0.31616634535940513,R3E5
0,3,6,2.592006206512451,,0.3554056453044593,0.4486367391903057,R3E6
0,3,7,4.583194255828857,,0.3337475590271683,0.482236298540347,R3E7
0,3,8,49.099124908447266,,0.4514468311734478,0.2996419719085651,R3E8
0,3,9,71.94212341308594,,0.33552281200071293,0.47948223629854037,R3E9
0,3,10,59.4464111328125,,0.45624001420202576,0.25915725695400715,R3E10
0,3,11,15.057333946228027,,0.3703177702822741,0.3668410906086478,R3E11
0,3,12,65.55237579345703,,0.36836499201136547,0.4241255852382264,R3E12
0,3,13,404.1694030761719,,0.4668915320433202,0.27568163040484717,R3E13
0,3,14,1073.920654296875,,0.46671400674596886,0.27540622418066646,R3E14
0,3,15,255.17608642578125,,0.3554056453044633,0.4486367391903057,R3E15
0,3,16,72.48490142822266,,0.332504881945685,0.3935554943541724,R3E16
0,3,17,691.5858154296875,,0.4118586898633122,0.36105755990085375,R3E17
0,3,18,4688.39599609375,,0.466891532043318,0.27568163040484717,R3E18
0,3,19,1967.823486328125,,0.5134031599502981,0.20352519966951252,R3E19
0,3,20,12032.2265625,,0.3554056453044633,0.4486367391903057,R3E20
0,4,1,1.7862707376480103,,0.28332034294621977,0.7166796570537802,R4E1
0,4,2,646.4848022460938,,0.21979734996102882,0.7802026500389712,R4E2
0,4,3,41.28266906738281,,0.2911145752143416,0.7092751363990647,R4E3
0,4,4,13.531451225280762,,0.21005455962587694,0.7899454403741232,R4E4
0,4,5,41.8965950012207,,0.7420109119251747,0.2579890880748246,R4E5
0,4,6,175.11537170410156,,0.2197973499610288,0.7802026500389712,R4E6
0,4,7,6439.87255859375,,0.21979734996102887,0.21979734996102884,R4E7
0,4,8,482.5274658203125,,0.601714731098987,0.39828526890101323,R4E8
0,4,9,1064.2479248046875,,0.2564302416212003,0.7435697583787997,R4E9
0,4,10,526.3887939453125,,0.3219017926734216,0.6780982073265783,R4E10
0,4,11,1185.291748046875,,0.21979734996102887,0.21979734996102884,R4E11
0,4,12,202.64674377441406,,0.30592361652377237,0.6940763834762276,R4E12
0,4,13,251.82188415527344,,0.7018706157443488,0.29812938425565083,R4E13
0,4,14,2587.3017578125,,0.21979734996102887,0.7802026500389712,R4E14
0,4,15,9767.8515625,,0.2197973499610288,0.7802026500389712,R4E15
0,4,16,25960.505859375,,0.21979734996102887,0.21979734996102884,R4E16
0,4,17,149.49246215820312,,0.3854247856586126,0.6145752143413874,R4E17
0,4,18,275.0085144042969,,0.2104442712392829,0.7895557287607171,R4E18
0,4,19,2056.359619140625,,0.32774746687451256,0.32774746687451284,R4E19
0,4,20,429.4723205566406,,0.3222915042868277,0.6777084957131723,R4E20
0,5,1,1.8836212158203125,,0.21979734996102882,0.7802026500389712,R5E1
0,5,2,816.78369140625,,0.21979734996102882,0.7802026500389712,R5E2
0,5,3,93.25591278076172,,0.2197973499610288,0.7802026500389712,R5E3
0,5,4,0.8718786239624023,,0.1909586905689782,0.809041309431021,R5E4
0,5,5,9.694280624389648,,0.446609508963367,0.44621979734996103,R5E5
0,5,6,21.431133270263672,,0.06547155105222138,0.06547155105222136,R5E6
0,5,7,5.140966415405273,,0.23187840997661732,0.7681215900233826,R5E7
0,5,8,125.8135986328125,,0.21979734996102887,0.7802026500389712,R5E8
0,5,9,351.8809509277344,,0.22915042868277477,0.7708495713172252,R5E9
0,5,10,17.207456588745117,,0.21979734996102882,0.7802026500389712,R5E10
0,5,11,6.090269088745117,,0.21590023382696788,0.784099766173032,R5E11
0,5,12,31.287141799926758,,0.47583787996882354,0.5241621200311769,R5E12
0,5,13,126.04273223876953,,0.21979734996102882,0.21979734996102884,R5E13
0,5,14,2507.394287109375,,0.21979734996102882,0.21979734996102884,R5E14
0,5,15,636.702392578125,,0.21979734996102887,0.21979734996102884,R5E15
0,5,16,56.99885940551758,,0.22018706157443485,0.7798129384255651,R5E16
0,5,17,2433.82373046875,,0.2197973499610288,0.7802026500389712,R5E17
0,5,18,3627.91943359375,,0.11145752143413891,0.11145752143413874,R5E18
0,5,19,133.42919921875,,0.37217459080280607,0.6278254091971941,R5E19
0,5,20,6134.9873046875,,0.21979734996102887,0.7802026500389712,R5E20
0,6,1,2.0060973167419434,,0.21979734996102887,0.7802026500389712,R6E1
0,6,2,58.722774505615234,,0.2318784099766172,0.7681215900233826,R6E2
0,6,3,26.731853485107422,,0.28409976617303156,0.28409976617303195,R6E3
0,6,4,29.434900283813477,,0.25837879968822997,0.7416212003117693,R6E4
0,6,5,122.0476303100586,,0.47194076383476213,0.4719407638347623,R6E5
0,6,6,226.3542938232422,,0.23655494933749013,0.23460639127045985,R6E6
0,6,7,247.1988525390625,,0.22291504286827743,0.7770849571317225,R6E7
0,6,8,93.17237854003906,,0.1212003117692907,0.8787996882307093,R6E8
0,6,9,1114.868896484375,,0.21979734996102882,0.21979734996102884,R6E9
0,6,10,989.2846069335938,,0.220187061574435,0.7798129384255651,R6E10
0,6,11,1183.05322265625,,0.21979734996102887,0.7802026500389712,R6E11
0,6,12,503.8874816894531,,0.21979734996102887,0.21979734996102884,R6E12
0,6,13,29.743810653686523,,0.2533125487139517,0.7466874512860483,R6E13
0,6,14,272.9081115722656,,0.21979734996102882,0.7802026500389712,R6E14
0,6,15,33.97283935546875,,0.22603273577552604,0.7739672642244739,R6E15
0,6,16,16.87779426574707,,0.4727201870615749,0.5272798129384255,R6E16
0,6,17,61.84553909301758,,0.014809041309431017,0.9851909586905689,R6E17
0,6,18,1358.8671875,,0.2197973499610288,0.7802026500389712,R6E18
0,6,19,17.713109970092773,,0.21979734996102876,0.7802026500389712,R6E19
0,6,20,70.31405639648438,,0.34918160561184686,0.6508183943881528,R6E20
0,7,1,1.8230912685394287,,0.34233926128591596,0.4794591783671347,R7E1
0,7,2,6374.10693359375,,0.342339261285912,0.4794591783671347,R7E2
0,7,3,1.8368892669677734,,0.47913816689467625,0.27119084763390533,R7E3
0,7,4,1.4936344623565674,,0.21562927496580303,0.48023920956838273,R7E4
0,7,5,1.1408753395080566,,0.3642270861833194,0.44617784711388453,R7E5
0,7,6,1.0531970262527466,,0.34131326949384516,0.48101924076963076,R7E6
0,7,7,1.1466636657714844,,0.341997264021896,0.4799791991679667,R7E7
0,7,8,1.0777649879455566,,0.3488372093023299,0.46957878315132606,R7E8
0,7,9,1.1121196746826172,,0.38560191518468817,0.41367654706188245,R7E9
0,7,10,0.96466463804245,,0.3394322845417257,0.483879355174207,R7E10
0,7,11,1.0451393127441406,,0.4150136798905701,0.36895475819032764,R7E11
0,7,12,1.818774700164795,,0.20468536251710415,0.4209568382735309,R7E12
0,7,13,1.020524263381958,,0.3623461012311989,0.44903796151846076,R7E13
0,7,14,1.5920727252960205,,0.35858413132694944,0.3346333853354134,R7E14
0,7,15,1.0247938632965088,,0.3443912448700462,0.4763390535621425,R7E15
0,7,16,3.421164035797119,,0.27445280437757147,0.4721788871554862,R7E16
