experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_50size_2epochs_1rounds_1clients_2025-10-22-19-35,50,1,2,1,2025-10-22 19:35:47,129.78609246474045,0.6469333333333334,cpu,0
