round,client_id,epoch,train_loss,val_loss,der,acc
1,0,1,3.3580992221832275,,1.2787212787212767,0.0
1,0,2,321.8388977050781,,0.0709290709290707,0.0
1,0,3,11998.9619140625,,1.6713286713286708,0.0
1,0,4,103.92644500732422,,0.8391608391608403,0.5614385614385614
1,0,5,0.0,,0.0,1.0
2,0,1,7.654288291931152,,0.48401598401598417,0.001998001998001998
2,0,2,2125.601318359375,,0.4990009990009989,0.0
2,0,3,0.0,,0.0,1.0
2,0,4,0.0,,0.0,1.0
2,0,5,9673.7001953125,,0.5,0.0
3,0,1,162.76983642578125,,0.6417759838546928,0.0
3,0,2,3376.350341796875,,0.002018163471241217,0.0
3,0,3,0.0,,0.0,1.0
3,0,4,1292.7232666015625,,0.0,0.0
3,0,5,32126.10546875,,1.0070635721493442,0.0
4,0,1,32.5253791809082,,1.004995004995005,0.0
4,0,2,30.369430541992188,,1.2267732267732259,0.16683316683316685
4,0,3,0.0,,0.0,1.0
4,0,4,0.0,,0.0,1.0
4,0,5,22640.24609375,,0.36363636363636365,0.6553446553446554
5,0,1,7.245011806488037,,0.3581418581418578,0.3016983016983017
5,0,2,6003.68896484375,,0.5,0.0
5,0,3,619.2554321289062,,0.5,0.0
5,0,4,1054.845947265625,,0.5,0.0
5,0,5,0.0,,0.0,1.0
6,0,1,10.248648643493652,,0.19430569430569453,0.0
6,0,2,7.619970321655273,,0.32217782217782265,0.059940059940059943
6,0,3,1267.3311767578125,,0.06043956043956005,0.0
6,0,4,0.0,,0.0,1.0
6,0,5,0.0,,0.0,1.0
7,0,1,0.7290857434272766,,0.2877122877122873,0.7142857142857143
7,0,2,0.0,,0.0,1.0
7,0,3,0.0,,0.0,1.0
7,0,4,0.0,,0.0,1.0
7,0,5,0.0,,0.0,1.0
8,0,1,2.893641471862793,,0.6773226773226774,0.32367632367632365
8,0,2,12.61233139038086,,0.5064935064935067,0.4935064935064935
8,0,3,0.0,,0.0,1.0
8,0,4,0.0,,0.0,1.0
8,0,5,0.0,,0.0,1.0
9,0,1,1.8314826488494873,,0.9495459132189705,0.050454086781029264
9,0,2,3.773698091506958,,0.3420787083753789,0.6579212916246215
9,0,3,0.0,,0.0,1.0
9,0,4,0.0,,0.0,1.0
9,0,5,0.0,,0.0,1.0
10,0,1,2.5114047527313232,,0.030487804878048804,0.0
10,0,2,316.4527587890625,,0.030487804878048762,0.0
10,0,3,775.8702392578125,,0.042682926829268296,0.0
10,0,4,20.937191009521484,,0.32926829268292684,0.774390243902439
10,0,5,0.0,,0.0,1.0
11,0,1,5.50516414642334,,0.468031968031968,0.06493506493506493
11,0,2,6.079377174377441,,0.3501498501498502,0.2997002997002997
11,0,3,0.0,,0.0,1.0
11,0,4,0.0,,0.0,1.0
11,0,5,0.0,,0.0,1.0
12,0,1,2.2418360710144043,,0.49900099900099903,0.001998001998001998
12,0,2,0.0,,0.0,1.0
12,0,3,0.0,,0.0,1.0
12,0,4,0.0,,0.0,1.0
12,0,5,0.0,,0.0,1.0
13,0,1,259.9896545410156,,0.5,0.0
13,0,2,83.35679626464844,,0.36863136863136836,0.0
13,0,3,146.47642517089844,,0.5,0.0
13,0,4,0.0,,0.0,1.0
13,0,5,588.0042724609375,,0.30219780219780223,0.3956043956043956
14,0,1,20.78313636779785,,0.5526315789473685,0.0
14,0,2,120.18331146240234,,0.26315789473684204,0.10526315789473684
14,0,3,0.0,,0.0,1.0
14,0,4,0.0,,0.0,1.0
14,0,5,7037.6728515625,,0.0,0.0
15,0,1,21.49201202392578,,0.9878048780487805,0.0
15,0,2,3.7779622077941895,,0.10975609756097561,0.10365853658536585
15,0,3,0.0,,0.0,1.0
15,0,4,0.0,,0.0,1.0
15,0,5,0.0,,0.0,1.0
16,0,1,2.20246958732605,,0.4885114885114884,0.026973026973026972
16,0,2,0.1530309021472931,,0.03146853146853181,0.967032967032967
16,0,3,110.24420928955078,,0.27122877122877126,0.45754245754245754
16,0,4,0.0,,0.0,1.0
16,0,5,0.0,,0.0,1.0
17,0,1,13.539888381958008,,0.0,0.0
17,0,2,47.788063049316406,,0.0,0.0
17,0,3,9.319596290588379,,0.0,0.0
17,0,4,223.14178466796875,,0.0,0.0
17,0,5,0.0,,0.0,1.0
18,0,1,2.048879623413086,,0.41675075681130125,0.5832492431886983
18,0,2,573.2745971679688,,1.0,0.0
18,0,3,3.6471629982770537e-07,,0.0,1.0
18,0,4,0.0,,0.0,1.0
18,0,5,0.0034182914532721043,,0.0010090817356205861,0.9989909182643795
19,0,1,13.346921920776367,,0.0,0.0
19,0,2,62.135704040527344,,0.0,0.0
19,0,3,101.91175079345703,,0.26315789473684204,0.2631578947368421
19,0,4,0.0,,0.0,1.0
19,0,5,4761.2529296875,,0.0,0.0
20,0,1,2.146272897720337,,0.5,0.0
20,0,2,0.07208109647035599,,0.006493506493506489,0.99000999000999
20,0,3,0.0,,0.0,1.0
20,0,4,0.0,,0.0,1.0
20,0,5,0.0,,0.0,1.0
1,1,1,2.360293388366699,,1.1341463414634145,0.22560975609756098
1,1,2,72.4320297241211,,0.5853658536585367,0.7134146341463414
1,1,3,12490.3427734375,,1.6646341463414631,0.0
1,1,4,80817.875,,1.0304878048780486,0.0
1,1,5,244.17527770996094,,0.4146341463414631,0.7926829268292683
2,1,1,11.576454162597656,,0.16145307769929348,0.008072653884964682
2,1,2,47.456600189208984,,0.6286579212916245,0.24520686175580222
2,1,3,84601.203125,,0.0,0.0
2,1,4,0.0,,0.0,1.0
2,1,5,0.0,,0.0,1.0
3,1,1,22.163860321044922,,0.5792682926829268,0.4634146341463415
3,1,2,4166.525390625,,0.012195121951219506,0.0
3,1,3,9833.0654296875,,0.8658536585365852,0.0
3,1,4,37205.58203125,,0.0,0.0
3,1,5,5674.71630859375,,0.27439024390243905,0.0
4,1,1,13.509777069091797,,1.243346007604563,0.10836501901140684
4,1,2,1949.373046875,,0.9961977186311787,0.0
4,1,3,0.0,,0.0,1.0
4,1,4,18991.529296875,,1.0,0.0
4,1,5,10103.9541015625,,0.9733840304182511,0.0
5,1,1,6.109835624694824,,0.48651348651348725,0.4025974025974026
5,1,2,0.30618029832839966,,0.0029970029970029775,0.997002997002997
5,1,3,11654.5615234375,,0.0,0.0
5,1,4,0.0,,0.0,1.0
5,1,5,0.0,,0.0,1.0
6,1,1,2.2535958290100098,,0.688311688311689,0.23976023976023977
6,1,2,621.8505249023438,,0.03496503496503497,0.0
6,1,3,0.0,,0.0,1.0
6,1,4,83.46105194091797,,0.3536463536463528,0.14585414585414586
6,1,5,0.0,,0.0,1.0
7,1,1,1.0469679832458496,,0.4439959636730577,0.557013118062563
7,1,2,0.0,,0.0,1.0
7,1,3,0.0,,0.0,1.0
7,1,4,0.0,,0.0,1.0
7,1,5,0.0,,0.0,1.0
8,1,1,1.428313136100769,,0.6453546453546458,0.3906093906093906
8,1,2,4.369012832641602,,0.2147852147852151,0.7852147852147852
8,1,3,3.6646955013275146,,0.024975024975025007,0.975024975024975
8,1,4,0.0,,0.0,1.0
8,1,5,0.0,,0.0,1.0
9,1,1,1.3378702402114868,,0.4817073170731706,0.32926829268292684
9,1,2,0.0,,0.0,1.0
9,1,3,0.0,,0.0,1.0
9,1,4,0.0,,0.0,1.0
9,1,5,0.0,,0.0,1.0
10,1,1,1.8282781839370728,,0.033299697275479184,0.9667003027245207
10,1,2,0.0,,0.0,1.0
10,1,3,0.0,,0.0,1.0
10,1,4,0.0,,0.0,1.0
10,1,5,0.0,,0.0,1.0
11,1,1,3.517556667327881,,0.45854145854145856,0.08291708291708291
11,1,2,0.0,,0.0,1.0
11,1,3,0.0,,0.0,1.0
11,1,4,0.0,,0.0,1.0
11,1,5,0.0,,0.0,1.0
12,1,1,2.612455368041992,,0.2892107892107892,0.0
12,1,2,0.0,,0.0,1.0
12,1,3,0.0,,0.0,1.0
12,1,4,0.0,,0.0,1.0
12,1,5,0.0,,0.0,1.0
13,1,1,519.3502807617188,,0.5,0.0
13,1,2,25.350879669189453,,0.4965034965034965,0.006993006993006993
13,1,3,72.957763671875,,0.47052947052947053,0.058941058941058944
13,1,4,0.5892846584320068,,0.03846153846153835,0.9230769230769231
13,1,5,0.4507178068161011,,0.005494505494505478,0.989010989010989
14,1,1,3.5695793628692627,,0.9210526315789473,0.0
14,1,2,120.50755310058594,,0.0,0.0
14,1,3,113.58647918701172,,0.0,0.0
14,1,4,0.0,,0.0,1.0
14,1,5,0.0,,0.0,1.0
15,1,1,1.4609756469726562,,0.3947368421052632,0.6052631578947368
15,1,2,53.73548126220703,,0.05263157894736843,0.0
