experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_10size_2epochs_2rounds_2clients_2025-10-09-20-57,10,2,2,2,2025-10-09 20:57:55,20.574235916137695,0.7106382978723403,cpu,0
