experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_10size_5epochs_20rounds_3clients_2025-09-15-23-30,10,3,5,20,2025-09-15 23:31:01,6.349658489227295,0.7223404255319149,cpu,0
