round,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_der,std_der,num_clients
1,53864.6025390625,68053.98899932666,,,0.35937726885981197,0.0817222191718555,3
2,19619.9223836263,25536.73102536283,,,0.39123099532384487,0.1214996569518775,3
3,4121.9021161397295,5633.598981857978,,,0.4902282691860938,0.08911923129598068,3
4,356.045467376709,432.8501232253829,,,0.39143704667621204,0.05352399144783769,3
5,457.6365254720052,230.75744524138744,,,0.3336127234455913,0.08528924209811321,3
6,395.1113920211792,539.8744096207947,,,0.3591950590818955,0.10607449014059551,3
7,135.55663887659708,118.53144576223103,,,0.34842607822119326,0.10229464388966501,3
8,13.598880767822266,8.547844187353812,,,0.34184806977655846,0.1091822747375887,3
9,40.27342335383097,47.9594997938223,,,0.46027173225321394,0.018574904765152868,3
10,56.15976905822754,40.98111371768523,,,0.4461175160765048,0.02484446528180004,3
11,14.333500345547995,11.286428332347299,,,0.3377806519342231,0.10029157333129342,3
12,22.536179224650066,9.939179844661096,,,0.29763771015628687,0.04969568292136501,3
13,14.724807262420654,10.64997876991149,,,0.3878745861978916,0.0710914311938395,3
14,72.70607789357503,75.98312657394885,,,0.2886035339007843,0.07618985914251585,3
15,128.58146953582764,88.07265715559673,,,0.3638283827276123,0.06138578491261668,3
16,57.360792795817055,17.938913701878526,,,0.38745031564561744,0.1191976311096349,3
17,67.90553283691406,49.626163755817316,,,0.4325628147231324,0.07043344631388417,3
18,71.57525634765625,39.206362003287595,,,0.3398139257443675,0.09697860127524828,3
19,98.2483499844869,85.43660013416456,,,0.3961993337699435,0.12453781353903146,3
20,41.29621505737305,14.52645092551488,,,0.3147132410536609,0.06813211919346567,3
