round,0,1,2
1,32320.21639699936,4811.431982040405,4832.009893321991
2,5652.357234191894,12489.35554819107,1097.1968179702758
3,881.3627769470215,487.0152208328247,2582.050904083252
4,601.7234903335572,137.96683144569397,147.78178310394287
5,219.32166934013367,78.83913388252259,499.71066823005674
6,529.9058010935784,992.1246657609939,792.9569373846055
7,1100.990824365616,387.0785815000534,298.99982500076294
8,710.3231743097306,960.4256101846695,340.1525972127914
9,439.9375998020172,140.68356437683104,101.57480802536011
10,532.5199022054672,91.50322523117066,474.7745465517044
11,166.29517443180083,148.15417234897615,226.20791945457458
12,375.54543709754944,486.33708941936493,46.37355573177338
13,831.7818475723267,144.81648938655854,440.1058264255524
14,158.76542632579805,419.31045763492585,80.03409624099731
15,191.7449508666992,104.35355565547943,99.6605782032013
16,77.31612796783448,344.9718328714371,111.64270555973053
17,338.3332190513611,60.48093802928925,50.487577772140504
18,75.47222213745117,55.35564525127411,26.472454452514647
19,86.17008557319642,32.68998808860779,20.489545345306396
20,45.211332368850705,20.068033957481383,69.94364275932313
