client_id,final_round,final_train_loss,final_val_loss,final_der,final_acc
0,20,33.102237701416016,,0.34781121751026,0.4711388455538221
1,20,29.07846450805664,,0.3765311556896938,0.38419168273202975
2,20,61.707942962646484,,0.2197973499610288,0.7802026500389712
