round,client_id,epoch,train_loss,val_loss,der,acc
1,0,1,4.355254650115967,,0.5330027359781203,0.00078003120124805
1,0,2,162.2452850341797,,0.48632010943913606,0.26001040041601664
1,0,3,709.74609375,,0.3170314637482986,0.4589183567342694
1,0,4,10741.5634765625,,0.7576949384405102,0.11908476339053563
1,0,5,149983.171875,,0.3423392612859177,0.4794591783671347
2,0,1,6.178688049316406,,0.3992543937511169,0.3858441200771137
2,0,2,580.5550537109375,,0.46547132966448085,0.26604241255852384
2,0,3,1665.1832275390625,,0.46706905734067106,0.27540622418066646
2,0,4,25490.19140625,,0.46689153204332573,0.27568163040484717
2,0,5,519.6777954101562,,0.46689153204332573,0.27568163040484717
3,0,1,19.492549896240234,,0.3447332421340639,0.4765990639625585
3,0,2,181.72341918945312,,0.3423392612859141,0.4794591783671347
3,0,3,3864.168701171875,,0.48649110807114276,0.26027041081643265
3,0,4,109.12791442871094,,0.3423392612859141,0.4794591783671347
3,0,5,232.30130004882812,,0.4863201094391358,0.26001040041601664
4,0,1,4.830662727355957,,0.3554056453044559,0.4486367391903057
4,0,2,173.06307983398438,,0.3639268595774923,0.4354172404296337
4,0,3,1633.423828125,,0.3554056453044573,0.4486367391903057
4,0,4,229.14784240722656,,0.4668915320433275,0.27568163040484717
4,0,5,968.1520385742188,,0.46689153204332595,0.27485541173230515
5,0,1,3.496713399887085,,0.4731049174507489,0.26604241255852384
5,0,2,100.95689392089844,,0.4668915320433275,0.27568163040484717
5,0,3,111.17512512207031,,0.3554056453044641,0.4486367391903057
5,0,4,261.25750732421875,,0.4668915320433269,0.2522721013494905
5,0,5,619.7221069335938,,0.355938221196529,0.4478105205177637
6,0,1,1.8645063638687134,,0.3129384255650823,0.6874512860483243
6,0,2,2605.638427734375,,0.21979734996102887,0.7802026500389712
6,0,3,25.941560745239258,,0.21551052221356187,0.16601714731098988
6,0,4,0.6456936001777649,,0.1656274356975839,0.8343725643024162
6,0,5,15.438817024230957,,0.22681215900233817,0.22681215900233828
7,0,1,2.0973308086395264,,0.4358246050062171,0.3076287524098045
7,0,2,5478.1845703125,,0.46618143085390623,0.27678325530156983
7,0,3,16.178102493286133,,0.28315284928102685,0.560727072431837
7,0,4,5.378179550170898,,0.4965382567015839,0.20352519966951252
7,0,5,3.115938663482666,,0.35540564530445906,0.4486367391903057
8,0,1,1.556907057762146,,0.2447388932190183,0.7552611067809821
8,0,2,3517.62158203125,,0.2197973499610288,0.7802026500389712
8,0,3,4.690395355224609,,0.41270459859703784,0.5872954014029618
8,0,4,2.6551711559295654,,0.2614964925954796,0.7385035074045206
8,0,5,25.091815948486328,,0.21979734996102887,0.7802026500389712
9,0,1,2.127520799636841,,0.43313953488372936,0.33073322932917315
9,0,2,2054.736572265625,,0.3423392612859177,0.4794591783671347
9,0,3,128.55743408203125,,0.4904240766073934,0.2436297451898076
9,0,4,6.110986709594727,,0.4979480164158763,0.24310972438897555
9,0,5,8.155485153198242,,0.4864911080711468,0.26027041081643265
10,0,1,1.9164131879806519,,0.24707716289945444,0.7529228371005456
10,0,2,413.9487609863281,,0.21979734996102887,0.21979734996102884
10,0,3,1535.7584228515625,,0.21979734996102887,0.7802026500389712
10,0,4,597.6983642578125,,0.8752922837100546,0.12470771628994544
10,0,5,113.27754974365234,,0.4111457521434143,0.5888542478565861
11,0,1,1.7614117860794067,,0.35895615125155333,0.44312861470669235
11,0,2,470.22381591796875,,0.4668915320433161,0.27568163040484717
11,0,3,38.95604705810547,,0.37457837741879135,0.41889286697879374
11,0,4,308.1065673828125,,0.35540564530445906,0.4486367391903057
11,0,5,12.428030014038086,,0.3285993254038756,0.4502891765353897
12,0,1,1.6874401569366455,,0.3554056453044559,0.4486367391903057
12,0,2,1799.373291015625,,0.4594354695544115,0.28724869182043516
12,0,3,10.326730728149414,,0.3174152316705198,0.39630955659597905
12,0,4,54.677188873291016,,0.4679566838274564,0.2718259432663178
12,0,5,11.662534713745117,,0.35505059470975014,0.4486367391903057
13,0,1,1.607564926147461,,0.3411422708618373,0.4789391575663027
13,0,2,4068.210205078125,,0.3423392612859149,0.4794591783671347
13,0,3,76.60242462158203,,0.3577291381668987,0.45605824232969316
13,0,4,7.5764479637146,,0.4387824897400889,0.3328133125325013
13,0,5,4.912595272064209,,0.4781121751026108,0.27301092043681746
14,0,1,1.653478980064392,,0.21979734996102876,0.7802026500389712
14,0,2,432.9757995605469,,0.2197973499610288,0.7802026500389712
14,0,3,99.0827865600586,,0.2556508183943881,0.7443491816056118
14,0,4,81.42872619628906,,0.21979734996102882,0.7802026500389712
14,0,5,178.68634033203125,,0.21979734996102882,0.7802026500389712
15,0,1,1.8096160888671875,,0.3351677614060075,0.48003304874690167
15,0,2,530.2718505859375,,0.3483046334102681,0.45965298815753236
