experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_50size_2epochs_centralized_2025-11-08-12-49,50,50,21,21,2,2,False,2025-11-08 13:04:04,9581.362482244318,0.6164435946462716,5709.904407848011,0.37787056367432126,883.2470111846924,14.720783519744874,cpu,0
