epoch,train_loss,der,acc,epoch_label
1,4748.783564758301,0.8451845184518456,0.2692554969782693,E1
2,2873.533135986328,0.42188504564742174,0.4288285971454288,E2
3,49957.39997558594,0.5649993570785649,0.14324289571814325,E3
