experiment_tag,test_size,num_clients,num_epochs,num_rounds,datetime,final_test_loss,final_der,device_used,gpu_count
exp_10size_5epochs_20rounds_5clients_2025-09-16-08-10,10,5,5,20,2025-09-16 08:10:11,2.7420414288838706,0.7106382978723403,cpu,0
