round,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_der,std_der,num_clients
1,28663.037315368652,46864.07568479,,,0.39005823678426255,0.23093926396463915,5
2,158137.28382568358,290018.3768993884,,,0.3138302702119601,0.14461738115031963,5
3,7219.794104003906,8746.05490153717,,,0.40225118335742893,0.03689603384365671,5
4,787.6541778564454,710.9859986100752,,,0.31060955660286904,0.14319199017367934,5
5,2682.418437385559,3779.832550067159,,,0.37925816636030685,0.034496414246819526,5
6,763.3796394348144,778.6499893579752,,,0.3495506101441509,0.14486524391051672,5
7,368.7760571241379,668.8415364657162,,,0.30791477838551246,0.14197763249891718,5
8,561.974482345581,807.3780609270189,,,0.29370413674574414,0.1366973149843725,5
9,58.072009325027466,101.48088380212134,,,0.39072005683143896,0.018495046749808057,5
10,192.84371852874756,344.80250019509646,,,0.31424250103811946,0.13702295817308993,5
11,26.970447731018066,18.86690491237227,,,0.3391619292744575,0.158038435437493,5
12,18.696556156873704,23.03896830218928,,,0.32052592070931385,0.1484957752293186,5
13,125.20621910095215,138.36328959839116,,,0.31722209033244686,0.1425481907779658,5
14,132.59760437011718,166.67221483411083,,,0.3146461606394705,0.14587020544848217,5
15,496.0341255187988,496.8396201209152,,,0.31036151569805276,0.14316925997412813,5
16,14.545326113700867,14.315730885547753,,,0.3233653767221238,0.1517052502452015,5
17,66.73032159805298,60.32255997574272,,,0.3728657141289994,0.20900663316571289,5
18,192.68922939300538,317.5899494486416,,,0.31457534528605247,0.1457191750551991,5
19,46.9289831161499,53.339224456923176,,,0.3088495472015561,0.14213335388969442,5
20,122.10878422260285,201.14265291662403,,,0.2988086120223673,0.13780926272995384,5
