experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_10size_2epochs_centralized_2025-11-07-09-48,10,10,4,4,2,2,False,2025-11-07 09:51:03,19.877638816833496,0.44907407407407396,14.557172298431396,0.46476190476190465,137.6487033367157,2.2941450556119283,cpu,0
