experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_10size_2epochs_centralized_2025-11-09-18-15,10,10,4,4,2,2,False,2025-11-09 18:16:59,1929.308837890625,0.5949074074074074,1933.0636596679688,0.4876190476190476,120.36662197113037,2.006110366185506,cpu,0
