experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_5size_2epochs_centralized_2025-10-23-19-44,5,5,2,2,2,2,False,2025-10-23 19:44:55,1694.6072998046875,0.21590909090909086,1077.0302734375,0.05614035087719303,41.2355477809906,0.6872591296831767,cpu,0
