experiment_tag,dataset_size,train_records,val_records,test_records,num_epochs,actual_epochs_trained,early_stopping_triggered,datetime,final_test_loss,final_der,final_val_loss,final_val_der,total_execution_time_seconds,total_execution_time_minutes,device_used,gpu_count
exp_50size_2epochs_centralized_2025-11-09-19-41,50,50,21,21,2,2,False,2025-11-09 19:56:41,297.840020309795,0.6099426386233268,254.8853076588024,0.38004750593824255,918.9858441352844,15.316430735588074,cpu,0
